dataset,fy,edition,pages,printed_heading,table,grain,printed_total,checkable,extractable,rows,notes
enrollment_mcas,2016,FY2016,111,"(three unlabelled tables headed by column names: 'Grade Level / 2016 CPI Score', 'Grade Level / 2016 Math MCAS % Proficient or Higher', 'Grade Level / 2014 Math SGP / 2015 Math SGP / 2016 Math SGP')",Turkey Hill Elementary cohort MCAS tracking tables,"one cohort (a graduating class, at a given grade)",,no,not without geometry,12,"AN UNUSUAL DESIGN worth noting: rows are keyed to graduating class ('Class of 2026 Grade 3') rather than to a grade in a year, so the tables follow cohorts rather than grades -- the only cohort-tracking data in either report. SEVERAL CELLS PRINT 'xx' or 'Xx' AS PLACEHOLDERS where data was not filled"
enrollment_mcas,2016,FY2016,117 (region printed as part of the LHS report),Lunenburg High School - 2016 MCAS Results (Grade 10),"Lunenburg High School MCAS results, grade 10",one subject test,,no,clean,3,"ONLY ONE MCAS TABLE THIS YEAR against FY2015's two -- the grade 8 table is gone because grade 8 moved back to the middle school. ELA 99%/91%, Math 90%/78%, Science/Technology 92%/73%. 30 seniors received the Adams Scholarship (32 in FY2015). LHS is now a Level 2 school, down from Level 1 in FY2015, "
enrollment_mcas,2016,FY2016,114-115,(none),"Lunenburg Middle School MCAS results -- DESCRIBED IN TEXT, TABLE ABSENT",(would be one grade-and-subject test),,no,not without geometry,0,The text explicitly refers to a comparison the reader cannot see: 'The Department of Elementary and Secondary Education did not provide 2016 state percentages ... State percentages from 2015 have been provided merely as a reference' and 'In five of the six content areas that have student growth meas
enrollment_mcas,2016,FY2016,125,"(no printed heading; three stacked blocks headed 'English Language Arts', 'Mathematics', 'Biology')",Monty Tech MCAS three-year results by subject,one achievement band within one subject,,no,clean,15,"The 2014 and 2015 columns overlap with the FY2015 report's version of the same table (which ran 2013-2015), and the overlapping figures agree, so the two reports chain into a 2013-2016 series. This is district-wide Monty Tech, not Lunenburg's 86 students."
enrollment_mcas,2016,FY2016,123,Enrollment,Monty Tech enrollment by member town,one member town,"1,415 students in grades nine through twelve",yes,messy,19,"Lunenburg (86), up from 78 in FY2015 -- an 8-student increase while total district enrollment fell by 3. Fitchburg (362) largest. 25 out-of-district students. CAUTION: the admissions figures on the following page (631 applications received, 575 for the freshman class, 338 freshmen and 3 upperclassme"
enrollment_mcas,2016,FY2016,125-137,Vocational Projects in the District Communities,Monty Tech vocational programme enrollment by sex,one vocational programme,,no,messy,18,"Eighteen parentheticals present for twenty programmes -- two are missing, one fewer than FY2015's nineteen. Same format and the same inconsistent punctuation."
enrollment_mcas,2017,FY2017,99,"Enrollment February 21, 2018","School enrollment by grade, February 2018",one grade level,"All Schools Total 1,617 41 1,658",yes,messy,20,Header words are on separate lines so the table must be reassembled. School choice students appear only in grades 7 and 9-12 (38 of the 41 are in high school). Includes an 'Advanced Community Experience Program (TCP)' row of 10 resident + 1 choice = 11. Note this is a February 2018 count published i
enrollment_mcas,2017,FY2017,109-110,,Turkey Hill math MCAS results and growth percentiles,one grade level / graduating class,,no,not without geometry,7,"Suppressed or unavailable values are printed as 'Xx', 'xx' or 'N/A' -- three different markers in the same grid, and the case varies. The class-of labels are internally inconsistent (the first table labels both Grade 3 and Grade 4 as 'Class of 2026'). The narrative around it also gives three named s"
enrollment_mcas,2017,FY2017,113,% of Students scoring in the meeting or exceeding expectations range Spring 2017 MCAS,"Lunenburg Middle School MCAS results, Spring 2017",one grade/subject,,no,clean,7,"The State column is 50% for every row except Grade 8 Sci,Tech,Eng where it reads '40' with no percent sign -- a formatting inconsistency in the source."
enrollment_mcas,2017,FY2017,118,Lunenburg High School - 2017 MCAS Results (Grade 10),"Lunenburg High School MCAS results, 2017",one subject,,no,clean,3,Also states in the surrounding prose that 29 seniors received the John and Abigail Adams Scholarship.
enrollment_mcas,2017,FY2017,126-133,Vocational Projects in the District Communities,Monty Tech enrollment by vocational program and gender,one vocational program,,no,messy,20,"This is a complete structured dataset hidden in prose, and no heading names it. Extract by regex on '(Total enrollment: N; N males, N females)' and pair with the bold program name that opens the paragraph. One entry is printed '7 female' rather than 'females'. Programs range from Cosmetology (91 stu"
enrollment_mcas,2017,FY2017,144,Massachusetts Department of Elementary and Secondary Education Office of School Finance / FY18 Chapter 70 / Regional District Enrollment and Contributions by Member City or Town,DESE FY18 Chapter 70 regional district enrollment and required contribution by member town,one member town,"District Total 1,500 1,496 -4 9,077,316 9,194,861 117,545",yes,messy,18,"OCR has dropped values from several rows (Harvard, Hubbardston, Princeton and Royalston are missing their FY17 enrollment figure; Barre's row has a stray '5'). This is a STATE document reproduced inside the town report -- provenance is DESE, not Lunenburg. Lunenburg: 91 -> 92 foundation students, re"
enrollment_mcas,2017,FY2017,145,STUDENT ENROLLMENT AND SCHOOL ATTENDING CHILDREN COMPARISONS,"Monty Tech foundation enrollment vs school attending children, by town",one member town,"TOTAL IN DISTRICT 1,500 1,496 (4) 24,886 24,711 (175); TOTAL OUT-OF-DISTRIC 20 13 (7); TOTAL ENROLLMENT 1,520 1,509 (11)",yes,messy,18,"The sub-headings say exactly what each count is FOR: '(Basis for Operational Apportionment)' and '(Basis for Capital Apportionment)'. Negative changes are in parentheses. 'TOTAL OUT-OF-DISTRIC' is truncated in the source. Lunenburg's school attending children fell 1,704 -> 1,645."
enrollment_mcas,2018,FY2018,111-112,The chart below shows the Accountability of the district and schools following the 2018 Spring MCAS.,"District and school accountability classification, 2018",one district or school,,no,not without geometry,4,"Rows: District (59% partially meeting targets, percentile shown as '-_'), THES (71%, 44), LMS (39%, 62), LHS (54%, 69). The LMS cell reads '39%- Prtially' -- a typo in the source. The Primary School is absent from the table entirely. This table has NO FY2017 counterpart because the accountability sy"
enrollment_mcas,2018,FY2018,125,% of Students scoring in the meeting or exceeding expectations range Spring 2018 MCAS,"Lunenburg Middle School MCAS results, Spring 2018",one grade/subject,,no,clean,7,"Column set has CHANGED from FY2017, which was 'Grade / Subject / LMS / SGP / State' -- FY2018 adds a DIFF column and reorders STATE before SGP. FY2017 gave a flat 50% state figure for every row (the definition of a growth percentile median) whereas FY2018 gives real state percentages that vary by su"
enrollment_mcas,2018,FY2018,130,Lunenburg High School - 2018 MCAS Results (Grade 10),"Lunenburg High School MCAS results, 2018",one subject,,no,clean,3,"Same three-column shape as FY2017 p118. ELA 98% (was 93%), Math 83% (was 90%), Science/Technology 87% (was 84%). Note the surrounding prose still calls LHS 'a Level 1 school' even though the same report explains on p111 that DESE discontinued Levels 1-5 for 2018 -- stale language carried forward. Al"
enrollment_mcas,2018,FY2018,137,2017-2018 Total Enrollment By Town,"Monty Tech total enrollment by town, 2017-2018 (bar chart)",one member town,,no,not without geometry,19,The value run extracted is '58 27 88 43 335 169 3 72 65 71 2 19 24 13 64 95 68 154 17' and the town run is 'Ashburnham Ashby Athol Barre Fitchburg Gardner Harvard Holden Hubardston Lunenburg Petersham Phillipston Princeton Royalston Sterling Templeton Westminster Winchendon Out-of-District' -- 19 va
enrollment_mcas,2018,FY2018,138,2018 MCAS Perfor mance,Monty Tech 2018 MCAS performance (bar chart),one subject,,no,not without geometry,3,Values extract as '100% 96% 98% / 95% 85% 82% / 5% 11% 16% / 0% 4% 2%' against subjects 'ELA Math Science' -- readable by position but not printed as a table. The 100/96/98 passing rates match the prose on the same page. The heading itself is broken by the extractor ('Perfor mance'). No FY2017 count
enrollment_mcas,2018,FY2018,139-143,Vocational Projects in the District Communities,Monty Tech enrollment by vocational program,one vocational program,,no,messy,21,"THE GENDER SPLIT IS GONE. FY2017 printed '(Total enrollment: 65; 40 males, 25 females)' for every program; FY2018 prints '(Total student enrollment: 65)' with no gender breakdown at all, even though the narrative on p136 still claims the school is 'well-balanced by gender'. The phrase also changed ("
enrollment_mcas,2019,FY2019,116,(headings 'Grade Level / Lunenburg Resident Students / School Choice Students / Total'; footnote '**Enrollment figures reflect removal of school choice and out of district students'),"Student enrollment by grade level, October 2019",one grade level or school subtotal,All Schools Total 1626 resident + 36 school choice = 1662,yes,messy,20,"Readable once the mirroring is undone, and the row-to-number pairing is now correct. Reading right to left: PK 47/0/47; grade 1 145/0/145; grade 2 120/0/120; Primary Total 438/0/438; grade 3 120/0/120; grade 4 124/0/124; grade 5 119/0/119; Elementary Total 363/-/363; grade 6 140/-/140; grade 7 126/-"
enrollment_mcas,2019,FY2019,119-120,Indicator 3C - Proficiency Rate for Students with IEPs on MCAS,"MCAS scaled scores and CPI ratings, students with disabilities, 2018",one grade-and-subject test,,no,clean,14,"Scaled scores for grades 3, 4, 7 and 8 in Reading/ELA and Mathematics; CPI ratings for grade 5 and 8 Science/Tech/Eng, grade 10 ELA and Mathematics, and All Grades Sci/Tech/Eng. The report is careful to date these as 2018 MCAS results inside a 2019 report."
enrollment_mcas,2019,FY2019,119-121,Indicator 1 - Graduation Rate ... Indicator 14 - Post-School Outcomes for Students with IEPs,Special education DESE indicator rates 1-14,one indicator,,no,messy,14,"Worth cataloguing because it is the only place the district's special-education outcomes are quantified. Indicator 1 Graduation Rate 2017-2018: target 88%, Lunenburg 62.5% (was 94.1%), state 72.2%. Indicator 5 Educational Environments 6-21: Lunenburg Full Inclusion 69.4%, Partial 12.9%, Substantiall"
enrollment_mcas,2019,FY2019,129,% of Students scoring in the meeting or exceeding expectations range Spring 2018 MCAS,"Lunenburg Middle School MCAS results, 2019",one grade-and-subject test,,no,clean,7,"Grade 6 ELA 56/53/+3/60 and Math 65/52/+13/58.9; grade 7 ELA 47/48/-1/48.5 and Math 63/48/+15/52.6; grade 8 ELA 66/52/+14/52.5, Math 64/46/+18/53.1, Sci and Tech/Eng 69/48/+21/N/A. NOTE the heading says 'Spring 2018 MCAS' while the paragraph directly above it says 'the results of the 2019 Spring MCA"
enrollment_mcas,2019,FY2019,134,Lunenburg High School - 2019 MCAS Results (Grade 10),"Lunenburg High School 2019 MCAS results, grade 10",one subject test,,no,clean,3,ELA 78% against 61%; Math 71% against 58%; Science/Technology 84% against 73% on the Advanced/Proficient scale. The narrative adds that the school's percentile is 69th and that 25 seniors received the John and Abigail Adams Scholarship. Two measurement scales are printed in one table -- the second b
enrollment_mcas,2019,FY2019,140,2018-2019 Student Enrollment,Monty Tech enrollment by member town,one sending town,"1,398 students (stated in the p139 narrative)",yes,not without geometry,19,"STILL UNUSABLE. The value run (58, 49, 59, 70, 50, 29, 1) cannot be matched to the town run, and most towns have no visible value at all. Lunenburg's own enrollment -- the number that matters for the $824,011 Monty Tech assessment -- is not recoverable from this text."
enrollment_mcas,2019,FY2019,141-142,% of Total AP Students with Scores 3+,"Monty Tech Advanced Placement participation and results, 2014-15 to 2018-19",one AP metric across five school years,,no,clean,6,MT AP Courses 3/5/6/7/7; AP Student Enrollment 99/188/151/135/157; Students with Qualifying Scores 47 (53%)/39 (27%)/53 (44%)/46 (48%)/68 (61%); AP Test Takers 89/145/120/95/111; Total # of Qualifying Exams 53 (46%)/44 (24%)/65 (44%)/58 (43%)/79 (54%); Total # of AP Exams 116/187/148/134/146. The ba
enrollment_mcas,2020,FY2020,104,,"Enrollment by grade level, October 2020",one grade level,All Schools Total 1589 resident + 23 school choice = 1612,yes,clean,18,"PK 36/0/36, K 108/0/108, 1 105/0/105, 2 140/0/140, Primary Total 389/0/389; 3 110, 4 112, 5 123, Elementary Total 345/0/345; 6 126, 7 141, 8 123, Middle School Total 390/2/390 -- NOTE that middle school row does not add up as printed (390 + 2 should be 392); 9 122/2/124, 10 104/9/113, 11 128/0/128, "
