video_id,board_slug,board_name,title_stem,meetings_folder,in_agenda_center,meeting_date,classification_source,classified_by,classified_at
t1921weuaNw,planning-board,Planning Board,planning,planning-board,yes,2015-07-13,model,claude-opus-5 (1M context),2026-09-08
VfQSf7ZxTK4,select-board,Select Board,selectmen,select-board,yes,2015-07-07,model,claude-opus-5 (1M context),2026-09-08
y--aF96KTyU,planning-board,Planning Board,PlanningBoardMeeting,planning-board,yes,2015-07-02,model,claude-opus-5 (1M context),2026-09-08
83nN64xjN7w,school-committee,School Committee,School Committee Meeting,school-committee,yes,2015-07-01,model,claude-opus-5 (1M context),2026-09-08
zBscg0oxoeg,sewer-commission,Sewer Commission,sewer,sewer-commission,yes,2015-06-30,model,claude-opus-5 (1M context),2026-09-08
4NAECN3j_uo,select-board,Select Board,Selectmen Meeting,select-board,yes,2015-06-23,model,claude-opus-5 (1M context),2026-09-08
lyvUb_SvAq8,zoning-board-of-appeals,Zoning Board of Appeals,ZBA,zoning-board-of-appeals,yes,2015-06-24,model,claude-opus-5 (1M context),2026-09-08
k0UFg3u4Ltw,planning-board,Planning Board,planning,planning-board,yes,2015-06-22,model,claude-opus-5 (1M context),2026-09-08
lw-Ps4O9hYU,finance-committee,Finance Committee,Finance Committee,finance-committee,yes,2015-06-11,model,claude-opus-5 (1M context),2026-09-08
cJixZmSyB4I,planning-board,Planning Board,planning,planning-board,yes,2015-06-08,model,claude-opus-5 (1M context),2026-09-08
L1lJtLhmcus,select-board,Select Board,selectmen,select-board,yes,2015-06-09,model,claude-opus-5 (1M context),2026-09-08
AEpIJ-Nrmw0,zoning-board-of-appeals,Zoning Board of Appeals,ZBA,zoning-board-of-appeals,yes,2015-06-10,model,claude-opus-5 (1M context),2026-09-08
AnN6UNRwfMA,school-committee,School Committee,school,school-committee,yes,2015-06-03,model,claude-opus-5 (1M context),2026-09-08
nISqai_Eg60,select-board,Select Board,selectmen,select-board,yes,2015-06-02,model,claude-opus-5 (1M context),2026-09-08
FESgxEmikS8,zoning-board-of-appeals,Zoning Board of Appeals,ZBA,zoning-board-of-appeals,yes,2015-05-27,model,claude-opus-5 (1M context),2026-09-08
LwMKdP4TVws,sewer-commission,Sewer Commission,sewer,sewer-commission,yes,2015-05-26,model,claude-opus-5 (1M context),2026-09-08
hGWCuDoly0c,select-board,Select Board,Selectmen Meeting,select-board,yes,2015-05-19,model,claude-opus-5 (1M context),2026-09-08
U3n-4FVePY0,zoning-board-of-appeals,Zoning Board of Appeals,ZBA,zoning-board-of-appeals,yes,2015-05-13,model,claude-opus-5 (1M context),2026-09-08
Lh99MXf9aSU,select-board,Select Board,Selectmen Meeting,select-board,yes,2015-05-12,model,claude-opus-5 (1M context),2026-09-08
bxgGiXUKinI,planning-board,Planning Board,Planning Board,planning-board,yes,2015-05-11,model,claude-opus-5 (1M context),2026-09-08
vOlYcpI7Vw0,school-committee,School Committee,School Committee Meeting,school-committee,yes,2015-05-06,model,claude-opus-5 (1M context),2026-09-08
sb7Q1Jr3WFo,town-meeting,Town Meeting,Town Meeting - Part 3,,NO,2015-05-02,model,claude-opus-5 (1M context),2026-09-08
jyrsGLmh_gk,town-meeting,Town Meeting,Town Meeting - Part 2,,NO,2015-05-02,model,claude-opus-5 (1M context),2026-09-08
2ln7kT6dklQ,town-meeting,Town Meeting,Town Meeting - Part 1,,NO,2015-05-02,model,claude-opus-5 (1M context),2026-09-08
60JNKA4Q5xA,select-board,Select Board,Selectmen Meeting,select-board,yes,2015-05-05,model,claude-opus-5 (1M context),2026-09-08
lkEUeD9gpzQ,sewer-commission,Sewer Commission,Sewer Commission,sewer-commission,yes,2015-04-28,model,claude-opus-5 (1M context),2026-09-08
Vz1yHFFQIXY,planning-board,Planning Board,Planning Board,planning-board,yes,2015-04-27,model,claude-opus-5 (1M context),2026-09-08
qyhwgZHEDLQ,select-board,Select Board,Selectmen Meeting,select-board,yes,2015-04-21,model,claude-opus-5 (1M context),2026-09-08
DX6lA6iS7aU,select-board,Select Board,Selectmen Meeting,select-board,yes,2015-04-14,model,claude-opus-5 (1M context),2026-09-08
uoQbJj3QVXU,planning-board,Planning Board,Planning Board,planning-board,yes,2015-04-13,model,claude-opus-5 (1M context),2026-09-08
euWYw_9eLzM,select-board,Select Board,Selectmen Meeting,select-board,yes,2015-04-07,model,claude-opus-5 (1M context),2026-09-08
9uL9LpTYVXY,finance-committee,Finance Committee,Finance Committee,finance-committee,yes,2015-04-02,model,claude-opus-5 (1M context),2026-09-08
cX9AW4Lantc,school-committee,School Committee,School Committee,school-committee,yes,2015-04-01,model,claude-opus-5 (1M context),2026-09-08
HF7XI_qSQcs,sewer-commission,Sewer Commission,Sewer Commission,sewer-commission,yes,2015-03-31,model,claude-opus-5 (1M context),2026-09-08
FrlXC2pFJPk,finance-committee,Finance Committee,Finance Committee,finance-committee,yes,2015-03-26,model,claude-opus-5 (1M context),2026-09-08
MGf2SUy2lRU,select-board,Select Board,Selectmen Meeting,select-board,yes,2015-03-24,model,claude-opus-5 (1M context),2026-09-08
StB4V-1glFI,planning-board,Planning Board,Planning Board,planning-board,yes,2015-03-23,model,claude-opus-5 (1M context),2026-09-08
w_mdnw3HDxA,finance-committee,Finance Committee,Finance Committee,finance-committee,yes,2015-03-19,model,claude-opus-5 (1M context),2026-09-08
CsOMlcQ4M1g,select-board,Select Board,Selectmen Meeting,select-board,yes,2015-03-17,model,claude-opus-5 (1M context),2026-09-08
TEf_jpvZyhA,finance-committee,Finance Committee,Fincom,finance-committee,yes,2015-03-12,model,claude-opus-5 (1M context),2026-09-08
UFhLKfaa8Uk,zoning-board-of-appeals,Zoning Board of Appeals,ZBA,zoning-board-of-appeals,yes,2015-03-11,model,claude-opus-5 (1M context),2026-09-08
zUsokwBBH6U,school-committee,School Committee,School Committee Meeting,school-committee,yes,2015-03-03,model,claude-opus-5 (1M context),2026-09-08
fRhq35eyryo,select-board,Select Board,Selectmen Meeting,select-board,yes,2015-03-10,model,claude-opus-5 (1M context),2026-09-08
10sRAiFtZVA,planning-board,Planning Board,Planning Board,planning-board,yes,2015-03-09,model,claude-opus-5 (1M context),2026-09-08
sutaEEUCZ5c,finance-committee,Finance Committee,Finance Committee - Budget Review,finance-committee,yes,2015-03-05,model,claude-opus-5 (1M context),2026-09-08
Tcwp7rob3tE,select-board,Select Board,Selectmen Meeting,select-board,yes,2015-03-03,model,claude-opus-5 (1M context),2026-09-08
CcNfEFjV6QI,planning-board,Planning Board,Planning Board,planning-board,yes,2015-03-02,model,claude-opus-5 (1M context),2026-09-08
rTjgY9oJwAo,finance-committee,Finance Committee,Finance Committee Meeting,finance-committee,yes,2015-02-26,model,claude-opus-5 (1M context),2026-09-08
oKWDLuUYXRs,zoning-board-of-appeals,Zoning Board of Appeals,Zoning Board of Appeals,zoning-board-of-appeals,yes,2015-02-25,model,claude-opus-5 (1M context),2026-09-08
3P2rjA8OrGE,finance-committee,Finance Committee,Finance Committee,finance-committee,yes,2015-02-24,model,claude-opus-5 (1M context),2026-09-08
K5aQ5yFjsoI,planning-board,Planning Board,Planning Board Meeting,planning-board,yes,2015-02-23,model,claude-opus-5 (1M context),2026-09-08
r4J_XUjKyPM,select-board,Select Board,Selectmen Meeting,select-board,yes,2015-02-10,model,claude-opus-5 (1M context),2026-09-08
-ZIgpcxLgX4,select-board,Select Board,Selectmen Meeting,select-board,yes,2015-02-03,model,claude-opus-5 (1M context),2026-09-08
oOHwY65r0hI,finance-committee,Finance Committee,Finance Committee,finance-committee,yes,2015-01-22,model,claude-opus-5 (1M context),2026-09-08
4es5ahaHLHI,select-board,Select Board,Selectmen Meeting,select-board,yes,2015-01-20,model,claude-opus-5 (1M context),2026-09-08
xg2zZ9Cvdiw,select-board,Select Board,Selectmen Meeting,select-board,yes,2015-01-13,model,claude-opus-5 (1M context),2026-09-08
3JLEEJlk9M0,planning-board,Planning Board,Planning Board,planning-board,yes,2015-01-12,model,claude-opus-5 (1M context),2026-09-08
wqTwGaTN3B0,school-committee,School Committee,School Committee Meeting,school-committee,yes,2015-01-07,model,claude-opus-5 (1M context),2026-09-08
oxIR_zVTuZw,select-board,Select Board,Selectmen Meeting,select-board,yes,2015-01-06,model,claude-opus-5 (1M context),2026-09-08
vlljKY5OzoE,planning-board,Planning Board,Planning Board Meeting,planning-board,yes,2014-12-22,model,claude-opus-5 (1M context),2026-09-08
NyDVGVXI_FQ,select-board,Select Board,Selectmen Meeting,select-board,yes,2014-12-16,model,claude-opus-5 (1M context),2026-09-08
wxW99ZFSpVw,zoning-board-of-appeals,Zoning Board of Appeals,Zoning Board of Appeals,zoning-board-of-appeals,yes,2014-12-10,model,claude-opus-5 (1M context),2026-09-08
NozpCd9fuuo,select-board,Select Board,Selectmen Meeting,select-board,yes,2014-12-09,model,claude-opus-5 (1M context),2026-09-08
sSyacnoixxA,planning-board,Planning Board,Planning Board Meeting,planning-board,yes,2014-12-08,model,claude-opus-5 (1M context),2026-09-08
0x44owqvTxI,school-committee,School Committee,School Committee Meeting,school-committee,yes,2014-12-03,model,claude-opus-5 (1M context),2026-09-08
gZwwIySgz2A,select-board,Select Board,Selectmen Meeting,select-board,yes,2014-12-02,model,claude-opus-5 (1M context),2026-09-08
JdTMM5DXffc,select-board,Select Board,Selectmen Meeting,select-board,yes,2014-11-18,model,claude-opus-5 (1M context),2026-09-08
LfHzC2nheYo,school-committee,School Committee,School Committee,school-committee,yes,2014-11-05,model,claude-opus-5 (1M context),2026-09-08
QDUPcN6bYJY,zoning-board-of-appeals,Zoning Board of Appeals,Zoning Board of Appeals,zoning-board-of-appeals,yes,2014-11-12,model,claude-opus-5 (1M context),2026-09-08
x8ePni1dyDE,planning-board,Planning Board,Planning Board Meeting,planning-board,yes,2014-11-10,model,claude-opus-5 (1M context),2026-09-08
TZqmLGVMHK4,select-board,Select Board,Selectmen Meeting,select-board,yes,2014-11-04,model,claude-opus-5 (1M context),2026-09-08
JTz_5-5pXYQ,select-board,Select Board,SelectmenMtg,select-board,yes,2014-10-21,model,claude-opus-5 (1M context),2026-09-08
Sd1uFuI7qFA,planning-board,Planning Board,Planning Board Meeting,planning-board,yes,2014-10-27,model,claude-opus-5 (1M context),2026-09-08
ASaxsXc0c48,zoning-board-of-appeals,Zoning Board of Appeals,Zoning Board of Appeals,zoning-board-of-appeals,yes,2014-10-22,model,claude-opus-5 (1M context),2026-09-08
8vLMAsQ6jCc,select-board,Select Board,Selectmen Meeting,select-board,yes,2014-10-14,model,claude-opus-5 (1M context),2026-09-08
J68gGSJ5Bv0,zoning-board-of-appeals,Zoning Board of Appeals,Zoning Board of Appeals,zoning-board-of-appeals,yes,2014-10-08,model,claude-opus-5 (1M context),2026-09-08
0y2eswoMnzI,select-board,Select Board,Selectmen Meeting,select-board,yes,2014-10-07,model,claude-opus-5 (1M context),2026-09-08
tVRRnuh-rOo,school-committee,School Committee,School Committee Meeting,school-committee,yes,2014-10-01,model,claude-opus-5 (1M context),2026-09-08
yXWAQ2D5Ozw,sewer-commission,Sewer Commission,Sewer Commission,sewer-commission,yes,2014-09-30,model,claude-opus-5 (1M context),2026-09-08
WBfqlRabEDU,zoning-board-of-appeals,Zoning Board of Appeals,Zoning Board of Appeals,zoning-board-of-appeals,yes,2014-09-24,model,claude-opus-5 (1M context),2026-09-08
-6JeNrQ1JjQ,planning-board,Planning Board,Planning Board Meeting,planning-board,yes,2014-09-22,model,claude-opus-5 (1M context),2026-09-08
lLsGInczqbg,select-board,Select Board,Selectmen Meeting,select-board,yes,2014-09-16,model,claude-opus-5 (1M context),2026-09-08
di9rK7QTuJo,zoning-board-of-appeals,Zoning Board of Appeals,Zoning Board of Appeals,zoning-board-of-appeals,yes,2014-09-10,model,claude-opus-5 (1M context),2026-09-08
83GgPDalE24,select-board,Select Board,Selectmen Meeting,select-board,yes,2014-09-09,model,claude-opus-5 (1M context),2026-09-08
nqWwQOhxTU0,planning-board,Planning Board,Planning Board,planning-board,yes,2014-09-08,model,claude-opus-5 (1M context),2026-09-08
tV_tNF147Is,school-committee,School Committee,School Committee Meeting,school-committee,yes,2014-09-03,model,claude-opus-5 (1M context),2026-09-08
AhTsAd9zgHM,select-board,Select Board,Selectmen Meeting,select-board,yes,2014-09-02,model,claude-opus-5 (1M context),2026-09-08
LelqS4pFT4Q,planning-board,Planning Board,Planning Board Meeting,planning-board,yes,2014-08-25,model,claude-opus-5 (1M context),2026-09-08
1aqdkTZO770,zoning-board-of-appeals,Zoning Board of Appeals,ZBA,zoning-board-of-appeals,yes,2014-08-13,model,claude-opus-5 (1M context),2026-09-08
aaT7Mn2CuFo,select-board,Select Board,Selectmen Meeting,select-board,yes,2014-08-12,model,claude-opus-5 (1M context),2026-09-08
h3tzNz75FMk,planning-board,Planning Board,Planning Board Meeting,planning-board,yes,2014-08-11,model,claude-opus-5 (1M context),2026-09-08
DNgVLXmOaAw,sewer-commission,Sewer Commission,Sewer Commission,sewer-commission,yes,2014-07-29,model,claude-opus-5 (1M context),2026-09-08
36gJ1s-vie8,select-board,Select Board,Selectmen Meeting,select-board,yes,2014-07-22,model,claude-opus-5 (1M context),2026-09-08
ErdgZuJ32os,select-board,Select Board,Selectmen Meeting,select-board,yes,2014-07-15,model,claude-opus-5 (1M context),2026-09-08
HGiC4glD9WQ,planning-board,Planning Board,Plannning Board Meeting,planning-board,yes,2014-07-14,model,claude-opus-5 (1M context),2026-09-08
LhVftUKPHMs,zoning-board-of-appeals,Zoning Board of Appeals,Zoning Board of Appeals,zoning-board-of-appeals,yes,2014-07-09,model,claude-opus-5 (1M context),2026-09-08
jpAvblLP1Ew,select-board,Select Board,Selectmen Meeting,select-board,yes,2014-07-08,model,claude-opus-5 (1M context),2026-09-08
U8kw8wKLAIQ,select-board,Select Board,Selectmen Meeting,select-board,yes,2014-07-01,model,claude-opus-5 (1M context),2026-09-08
WLnP1uSGm34,historical-commission,Historical Commission,Historical Commission Visioning Session,historical-commission,yes,2014-06-30,model,claude-opus-5 (1M context),2026-09-08
7H-GSmW-V4w,zoning-board-of-appeals,Zoning Board of Appeals,Zoning Board of Appeals,zoning-board-of-appeals,yes,2014-06-25,model,claude-opus-5 (1M context),2026-09-08
PwFADMa7F14,sewer-commission,Sewer Commission,Sewer Committee Meeting,sewer-commission,yes,2014-06-24,model,claude-opus-5 (1M context),2026-09-08
zBEj069s9WA,school-committee,School Committee,school Committee Meeting,school-committee,yes,2014-06-18,model,claude-opus-5 (1M context),2026-09-08
btjmX_gnK54,planning-board,Planning Board,Planning Board Meeting,planning-board,yes,2014-06-23,model,claude-opus-5 (1M context),2026-09-08
hQtKeqtmtWk,select-board,Select Board,Selectmen Meeting,select-board,yes,2014-06-17,model,claude-opus-5 (1M context),2026-09-08
Tfmk3I84Rg4,select-board,Select Board,Selectmen Meeting,select-board,yes,2014-06-10,model,claude-opus-5 (1M context),2026-09-08
eNTNxybRV2Q,zoning-board-of-appeals,Zoning Board of Appeals,ZBA Mtg,zoning-board-of-appeals,yes,2014-06-11,model,claude-opus-5 (1M context),2026-09-08
tvrtXDhW07c,planning-board,Planning Board,Planning Board,planning-board,yes,2014-06-09,model,claude-opus-5 (1M context),2026-09-08
21hxVMB8WtI,school-committee,School Committee,School Committee,school-committee,yes,2014-06-04,model,claude-opus-5 (1M context),2026-09-08
lwRnAlRnGbY,select-board,Select Board,Selectmen Meeting,select-board,yes,2014-06-03,model,claude-opus-5 (1M context),2026-09-08
pQqvxrnWPJo,zoning-board-of-appeals,Zoning Board of Appeals,ZBA Meeting,zoning-board-of-appeals,yes,2014-05-28,model,claude-opus-5 (1M context),2026-09-08
CS72qfiLeV0,sewer-commission,Sewer Commission,Sewer Commission,sewer-commission,yes,2014-05-27,model,claude-opus-5 (1M context),2026-09-08
LnODeu7yCSQ,select-board,Select Board,Selectmen Meeting,select-board,yes,2014-05-20,model,claude-opus-5 (1M context),2026-09-08
rjexY11ao78,select-board,Select Board,Selectmen Meeting,select-board,yes,2014-05-13,model,claude-opus-5 (1M context),2026-09-08
OJloAP98XlY,planning-board,Planning Board,Planning Board Meeting,planning-board,yes,2014-05-12,model,claude-opus-5 (1M context),2026-09-08
ed_JnimQF8c,school-committee,School Committee,School Committee Meeting,school-committee,yes,2014-05-07,model,claude-opus-5 (1M context),2026-09-08
2kehYmsdn_o,school-committee,School Committee,School Comm. Meeting ALICE Training Presentation,school-committee,yes,2014-04-02,model,claude-opus-5 (1M context),2026-09-08
GoYTL-oNOas,town-meeting,Town Meeting,Town Meeting,,NO,2014-05-03,model,claude-opus-5 (1M context),2026-09-08
ZxRzGbGeYPQ,select-board,Select Board,Selectmen Meeting,select-board,yes,2014-05-06,model,claude-opus-5 (1M context),2026-09-08
xwrjPSTZsIA,select-board,Select Board,Selectmen Meeing,select-board,yes,2014-04-29,model,claude-opus-5 (1M context),2026-09-08
MnBwb5qbqzU,zoning-board-of-appeals,Zoning Board of Appeals,Zoning Board of Appeals,zoning-board-of-appeals,yes,2014-04-23,model,claude-opus-5 (1M context),2026-09-08
-cXmAu9jtDk,select-board,Select Board,Selectmen Meeting,select-board,yes,2014-04-22,model,claude-opus-5 (1M context),2026-09-08
BnZiNuPTIPI,select-board,Select Board,Selectmen Meeting,select-board,yes,2014-04-15,model,claude-opus-5 (1M context),2026-09-08
n_5cGJEB3ME,planning-board,Planning Board,Planning Board Meeting,planning-board,yes,2014-04-14,model,claude-opus-5 (1M context),2026-09-08
